DATA       PESO

28-09-23    8,20.
06-10-23   10,00.
16-10-23   21,40.
19-10-23   13,30.
26-10-23   24,60.
27-10-23   10,30.
01-11-23    9,20.
01-11-23   11,80.
06-11-23   10,50.
07-11-23    7,80.
08-11-23   12,00.
09-11-23   12,60.
13-11-23   12,30.
14-11-23   11,30.
21-11-23   11,70.
22-11-23   14,50.
24-11-23   14,30.
27-11-23   14,90.
30-11-23   10,00.
